45	2.18918000e-01	2.24017000e-03	1.81365000e-03	1.57235000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17674000e-01	2.50778000e-03	2.87290000e-03	1.88471000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17044000e-01	1.54324000e-03	1.42347000e-03	3.59722000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17351000e-01	3.36747000e-03	1.09139000e-03	2.06691000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17625000e-01	2.14869000e-03	2.16139000e-03	1.85740000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.16824000e-01	2.26718000e-03	3.27856000e-03	1.35384000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17192000e-01	1.39405000e-03	2.47951000e-03	3.53109000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17533000e-01	2.98449000e-03	2.43403000e-03	2.62624000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17143000e-01	3.17406000e-03	1.36544000e-03	4.21573000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.17562000e-01	2.79173000e-03	2.20507000e-03	1.07175000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.18385000e-01	2.79846000e-03	1.00202000e-03	3.09417000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.14649000e-01	1.99594000e-03	9.40113000e-04	3.15287000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
45	2.18591000e-01	2.26929000e-03	7.42686000e-04	3.36811000e-03	2.17599600e+00	8.64353000e-05	-2.02810000e-04	0.00000000e+00
